p,m,sigma,rep,inhull,s_type,first_extinction
1,10,NA,370,NA,1,120.7322
1,10,NA,370,NA,2,120.7322
1,10,NA,371,NA,1,186.0942
1,10,NA,371,NA,2,186.0942
1,10,NA,372,NA,1,155.4612
1,10,NA,372,NA,2,155.4612
1,10,NA,373,NA,1,175.8234
1,10,NA,373,NA,2,175.8234
1,10,NA,374,NA,1,150.9908
1,10,NA,374,NA,2,150.9908
1,10,NA,375,NA,1,170.5162
1,10,NA,375,NA,2,170.5162
1,10,NA,376,NA,1,87.7708
1,10,NA,376,NA,2,87.7708
1,10,NA,377,NA,1,261.5002
1,10,NA,377,NA,2,261.5002
1,10,NA,378,NA,1,176.459
1,10,NA,378,NA,2,176.459
1,10,NA,379,NA,1,177.5482
1,10,NA,379,NA,2,177.5482
1,10,NA,380,NA,1,82.3282
1,10,NA,380,NA,2,82.3282
1,10,NA,381,NA,1,103.6758
1,10,NA,381,NA,2,103.6758
1,10,NA,382,NA,1,275.5954
1,10,NA,382,NA,2,275.5954
1,10,NA,383,NA,1,288.1426
1,10,NA,383,NA,2,288.1426
1,10,NA,384,NA,1,131.7618
1,10,NA,384,NA,2,131.7618
1,10,NA,385,NA,1,168.8874
1,10,NA,385,NA,2,168.8874
1,10,NA,386,NA,1,133.881
1,10,NA,386,NA,2,133.881
1,10,NA,387,NA,1,95.7912
1,10,NA,387,NA,2,95.7912
1,10,NA,388,NA,1,127.8502
1,10,NA,388,NA,2,127.8502
1,10,NA,389,NA,1,297.2096
1,10,NA,389,NA,2,297.2096
1,10,NA,390,NA,1,246.3018
1,10,NA,390,NA,2,246.3018
1,10,NA,391,NA,1,342.7104
1,10,NA,391,NA,2,342.7104
1,10,NA,392,NA,1,201.7832
1,10,NA,392,NA,2,201.7832
1,10,NA,393,NA,1,157.641
1,10,NA,393,NA,2,157.641
1,10,NA,394,NA,1,163.5212
1,10,NA,394,NA,2,163.5212
1,10,NA,395,NA,1,201.61
1,10,NA,395,NA,2,201.61
1,10,NA,396,NA,1,210.5122
1,10,NA,396,NA,2,210.5122
1,10,NA,397,NA,1,216.7802
1,10,NA,397,NA,2,216.7802
1,10,NA,398,NA,1,141.7414
1,10,NA,398,NA,2,141.7414
1,10,NA,399,NA,1,188.6166
1,10,NA,399,NA,2,188.6166
1,10,NA,400,NA,1,142.582
1,10,NA,400,NA,2,142.582
1,10,NA,401,NA,1,195.3504
1,10,NA,401,NA,2,195.3504
1,10,NA,402,NA,1,110.3842
1,10,NA,402,NA,2,110.3842
1,10,NA,403,NA,1,144.5378
1,10,NA,403,NA,2,144.5378
1,10,NA,404,NA,1,208.709
1,10,NA,404,NA,2,208.709
1,10,NA,405,NA,1,154.2876
1,10,NA,405,NA,2,154.2876
1,10,NA,406,NA,1,175.6736
1,10,NA,406,NA,2,175.6736
1,10,NA,407,NA,1,161.3006
1,10,NA,407,NA,2,161.3006
1,10,NA,408,NA,1,175.8152
1,10,NA,408,NA,2,175.8152
1,10,NA,409,NA,1,155.6892
1,10,NA,409,NA,2,155.6892
1,10,NA,410,NA,1,285.3286
1,10,NA,410,NA,2,285.3286
1,10,NA,411,NA,1,235.5838
1,10,NA,411,NA,2,235.5838
1,10,NA,412,NA,1,140.8618
1,10,NA,412,NA,2,140.8618
1,10,NA,413,NA,1,355.5742
1,10,NA,413,NA,2,355.5742
1,10,NA,414,NA,1,107.0296
1,10,NA,414,NA,2,107.0296
1,10,NA,415,NA,1,116.8616
1,10,NA,415,NA,2,116.8616
1,10,NA,416,NA,1,68.8488
1,10,NA,416,NA,2,68.8488
1,10,NA,417,NA,1,203.853
1,10,NA,417,NA,2,203.853
1,10,NA,418,NA,1,142.9806
1,10,NA,418,NA,2,142.9806
1,10,NA,419,NA,1,338.591
1,10,NA,419,NA,2,338.591
1,10,NA,420,NA,1,155.4506
1,10,NA,420,NA,2,155.4506
1,10,NA,421,NA,1,174.545
1,10,NA,421,NA,2,174.545
1,10,NA,422,NA,1,282.5376
1,10,NA,422,NA,2,282.5376
1,10,NA,423,NA,1,151.7678
1,10,NA,423,NA,2,151.7678
1,10,NA,424,NA,1,137.5276
1,10,NA,424,NA,2,137.5276
1,10,NA,425,NA,1,196.412
1,10,NA,425,NA,2,196.412
1,10,NA,426,NA,1,254.2252
1,10,NA,426,NA,2,254.2252
1,10,NA,427,NA,1,190.3106
1,10,NA,427,NA,2,190.3106
1,10,NA,428,NA,1,190.207
1,10,NA,428,NA,2,190.207
1,10,NA,429,NA,1,283.5108
1,10,NA,429,NA,2,283.5108
1,10,NA,430,NA,1,200.465
1,10,NA,430,NA,2,200.465
1,10,NA,431,NA,1,303.8952
1,10,NA,431,NA,2,303.8952
1,10,NA,432,NA,1,172.2812
1,10,NA,432,NA,2,172.2812
1,10,NA,433,NA,1,268.3034
1,10,NA,433,NA,2,268.3034
1,10,NA,434,NA,1,184.5154
1,10,NA,434,NA,2,184.5154
1,10,NA,435,NA,1,127.9708
1,10,NA,435,NA,2,127.9708
1,10,NA,436,NA,1,227.1136
1,10,NA,436,NA,2,227.1136
1,10,NA,437,NA,1,109.5232
1,10,NA,437,NA,2,109.5232
1,10,NA,438,NA,1,272.2568
1,10,NA,438,NA,2,272.2568
1,10,NA,439,NA,1,166.6876
1,10,NA,439,NA,2,166.6876
1,10,NA,440,NA,1,229.6418
1,10,NA,440,NA,2,229.6418
1,10,NA,441,NA,1,116.746
1,10,NA,441,NA,2,116.746
1,10,NA,442,NA,1,147.4904
1,10,NA,442,NA,2,147.4904
1,10,NA,443,NA,1,355.0792
1,10,NA,443,NA,2,355.0792
1,10,NA,444,NA,1,152.4378
1,10,NA,444,NA,2,152.4378
1,10,NA,445,NA,1,295.004
1,10,NA,445,NA,2,295.004
1,10,NA,446,NA,1,243.6932
1,10,NA,446,NA,2,243.6932
1,10,NA,447,NA,1,154.9526
1,10,NA,447,NA,2,154.9526
1,10,NA,448,NA,1,126.699
1,10,NA,448,NA,2,126.699
1,10,NA,449,NA,1,217.0046
1,10,NA,449,NA,2,217.0046
1,10,NA,450,NA,1,131.523
1,10,NA,450,NA,2,131.523
1,10,NA,451,NA,1,164.4634
1,10,NA,451,NA,2,164.4634
1,10,NA,452,NA,1,392.6648
1,10,NA,452,NA,2,392.6648
1,10,NA,453,NA,1,275.655
1,10,NA,453,NA,2,275.655
1,10,NA,454,NA,1,162.9466
1,10,NA,454,NA,2,162.9466
1,10,NA,455,NA,1,235.052
1,10,NA,455,NA,2,235.052
1,10,NA,456,NA,1,235.4388
1,10,NA,456,NA,2,235.4388
1,10,NA,457,NA,1,161.8872
1,10,NA,457,NA,2,161.8872
1,10,NA,458,NA,1,150.3236
1,10,NA,458,NA,2,150.3236
1,10,NA,459,NA,1,197.5596
1,10,NA,459,NA,2,197.5596
1,10,NA,460,NA,1,127.1412
1,10,NA,460,NA,2,127.1412
1,10,NA,461,NA,1,280.6794
1,10,NA,461,NA,2,280.6794
1,10,NA,462,NA,1,173.75
1,10,NA,462,NA,2,173.75
1,10,NA,463,NA,1,316.4852
1,10,NA,463,NA,2,316.4852
1,10,NA,464,NA,1,352.1664
1,10,NA,464,NA,2,352.1664
1,10,NA,465,NA,1,265.0228
1,10,NA,465,NA,2,265.0228
1,10,NA,466,NA,1,105.706
1,10,NA,466,NA,2,105.706
1,10,NA,467,NA,1,225.3702
1,10,NA,467,NA,2,225.3702
1,10,NA,468,NA,1,255.2936
1,10,NA,468,NA,2,255.2936
1,10,NA,469,NA,1,280.7544
1,10,NA,469,NA,2,280.7544
1,10,NA,470,NA,1,144.9658
1,10,NA,470,NA,2,144.9658
1,10,NA,471,NA,1,149.9128
1,10,NA,471,NA,2,149.9128
1,10,NA,472,NA,1,120.0462
1,10,NA,472,NA,2,120.0462
1,10,NA,473,NA,1,247.8754
1,10,NA,473,NA,2,247.8754
1,10,NA,474,NA,1,226.6356
1,10,NA,474,NA,2,226.6356
1,10,NA,475,NA,1,126.3412
1,10,NA,475,NA,2,126.3412
1,10,NA,476,NA,1,84.4182
1,10,NA,476,NA,2,84.4182
1,10,NA,477,NA,1,100.6448
1,10,NA,477,NA,2,100.6448
1,10,NA,478,NA,1,162.0574
1,10,NA,478,NA,2,162.0574
1,10,NA,479,NA,1,152.0908
1,10,NA,479,NA,2,152.0908
1,10,NA,480,NA,1,144.2132
1,10,NA,480,NA,2,144.2132
1,10,NA,481,NA,1,175.4938
1,10,NA,481,NA,2,175.4938
1,10,NA,482,NA,1,182.9692
1,10,NA,482,NA,2,182.9692
1,10,NA,483,NA,1,228.8032
1,10,NA,483,NA,2,228.8032
1,10,NA,484,NA,1,150.8546
1,10,NA,484,NA,2,150.8546
1,10,NA,485,NA,1,127.0744
1,10,NA,485,NA,2,127.0744
1,10,NA,486,NA,1,127.1602
1,10,NA,486,NA,2,127.1602
1,10,NA,487,NA,1,151.2638
1,10,NA,487,NA,2,151.2638
1,10,NA,488,NA,1,64.5516
1,10,NA,488,NA,2,64.5516
1,10,NA,489,NA,1,115.5752
1,10,NA,489,NA,2,115.5752
1,10,NA,490,NA,1,120.9912
1,10,NA,490,NA,2,120.9912
1,10,NA,491,NA,1,306.643
1,10,NA,491,NA,2,306.643
1,10,NA,492,NA,1,88.4094
1,10,NA,492,NA,2,88.4094
1,10,NA,493,NA,1,257.61
1,10,NA,493,NA,2,257.61
1,10,NA,494,NA,1,183.7638
1,10,NA,494,NA,2,183.7638
1,10,NA,495,NA,1,260.7196
1,10,NA,495,NA,2,260.7196
1,10,NA,496,NA,1,217.7136
1,10,NA,496,NA,2,217.7136
1,10,NA,497,NA,1,270.2894
1,10,NA,497,NA,2,270.2894
1,10,NA,498,NA,1,149.0714
1,10,NA,498,NA,2,149.0714
1,10,NA,499,NA,1,166.937
1,10,NA,499,NA,2,166.937
1,10,NA,500,NA,1,288.485
1,10,NA,500,NA,2,288.485
1,10,NA,501,NA,1,132.3344
1,10,NA,501,NA,2,132.3344
1,10,NA,502,NA,1,197.1124
1,10,NA,502,NA,2,197.1124
1,10,NA,503,NA,1,187.4162
1,10,NA,503,NA,2,187.4162
1,10,NA,504,NA,1,256.8974
1,10,NA,504,NA,2,256.8974
1,10,NA,505,NA,1,194.1912
1,10,NA,505,NA,2,194.1912
1,10,NA,506,NA,1,204.622
1,10,NA,506,NA,2,204.622
1,10,NA,507,NA,1,107.1888
1,10,NA,507,NA,2,107.1888
1,10,NA,508,NA,1,280.0798
1,10,NA,508,NA,2,280.0798
1,10,NA,509,NA,1,157.021
1,10,NA,509,NA,2,157.021
1,10,NA,510,NA,1,197.7482
1,10,NA,510,NA,2,197.7482
1,10,NA,511,NA,1,166.5728
1,10,NA,511,NA,2,166.5728
1,10,NA,512,NA,1,168.511
1,10,NA,512,NA,2,168.511
1,10,NA,513,NA,1,115.2862
1,10,NA,513,NA,2,115.2862
1,10,NA,514,NA,1,335.1374
1,10,NA,514,NA,2,335.1374
1,10,NA,515,NA,1,184.96
1,10,NA,515,NA,2,184.96
1,10,NA,516,NA,1,177.442
1,10,NA,516,NA,2,177.442
1,10,NA,517,NA,1,150.3716
1,10,NA,517,NA,2,150.3716
1,10,NA,518,NA,1,150.6016
1,10,NA,518,NA,2,150.6016
1,10,NA,519,NA,1,210.3204
1,10,NA,519,NA,2,210.3204
1,10,NA,520,NA,1,249.788
1,10,NA,520,NA,2,249.788
1,10,NA,521,NA,1,226.46
1,10,NA,521,NA,2,226.46
1,10,NA,522,NA,1,115.8868
1,10,NA,522,NA,2,115.8868
1,10,NA,523,NA,1,351.3872
1,10,NA,523,NA,2,351.3872
1,10,NA,524,NA,1,165.8808
1,10,NA,524,NA,2,165.8808
1,10,NA,525,NA,1,147.5526
1,10,NA,525,NA,2,147.5526
1,10,NA,526,NA,1,106.4234
1,10,NA,526,NA,2,106.4234
1,10,NA,527,NA,1,203.8706
1,10,NA,527,NA,2,203.8706
1,10,NA,528,NA,1,228.444
1,10,NA,528,NA,2,228.444
1,10,NA,529,NA,1,170.2338
1,10,NA,529,NA,2,170.2338
1,10,NA,530,NA,1,244.7412
1,10,NA,530,NA,2,244.7412
1,10,NA,531,NA,1,134.7558
1,10,NA,531,NA,2,134.7558
1,10,NA,532,NA,1,247.0808
1,10,NA,532,NA,2,247.0808
1,10,NA,533,NA,1,99.1956
1,10,NA,533,NA,2,99.1956
1,10,NA,534,NA,1,129.8922
1,10,NA,534,NA,2,129.8922
1,10,NA,535,NA,1,294.1494
1,10,NA,535,NA,2,294.1494
1,10,NA,536,NA,1,160.7714
1,10,NA,536,NA,2,160.7714
1,10,NA,537,NA,1,134.059
1,10,NA,537,NA,2,134.059
1,10,NA,538,NA,1,176.116
1,10,NA,538,NA,2,176.116
1,10,NA,539,NA,1,155.1822
1,10,NA,539,NA,2,155.1822
1,10,NA,540,NA,1,144.8204
1,10,NA,540,NA,2,144.8204
1,10,NA,541,NA,1,173.5548
1,10,NA,541,NA,2,173.5548
1,10,NA,542,NA,1,180.209
1,10,NA,542,NA,2,180.209
1,10,NA,543,NA,1,110.5136
1,10,NA,543,NA,2,110.5136
1,10,NA,544,NA,1,159.7092
1,10,NA,544,NA,2,159.7092
1,10,NA,545,NA,1,172.3902
1,10,NA,545,NA,2,172.3902
1,10,NA,546,NA,1,214.1578
1,10,NA,546,NA,2,214.1578
1,10,NA,547,NA,1,212.7686
1,10,NA,547,NA,2,212.7686
1,10,NA,548,NA,1,242.136
1,10,NA,548,NA,2,242.136
1,10,NA,549,NA,1,137.9278
1,10,NA,549,NA,2,137.9278
1,10,NA,550,NA,1,188.366
1,10,NA,550,NA,2,188.366
1,10,NA,551,NA,1,151.3752
1,10,NA,551,NA,2,151.3752
1,10,NA,552,NA,1,246.2458
1,10,NA,552,NA,2,246.2458
1,10,NA,553,NA,1,186.1256
1,10,NA,553,NA,2,186.1256
1,10,NA,554,NA,1,86.9584
1,10,NA,554,NA,2,86.9584
1,10,NA,555,NA,1,96.6338
1,10,NA,555,NA,2,96.6338
1,10,NA,556,NA,1,153.897
1,10,NA,556,NA,2,153.897
1,10,NA,557,NA,1,245.0554
1,10,NA,557,NA,2,245.0554
1,10,NA,558,NA,1,117.408
1,10,NA,558,NA,2,117.408
1,10,NA,559,NA,1,174.9806
1,10,NA,559,NA,2,174.9806
1,10,NA,560,NA,1,189.6698
1,10,NA,560,NA,2,189.6698
1,10,NA,561,NA,1,93.1756
1,10,NA,561,NA,2,93.1756
1,10,NA,562,NA,1,212.2284
1,10,NA,562,NA,2,212.2284
1,10,NA,563,NA,1,224.2702
1,10,NA,563,NA,2,224.2702
1,10,NA,564,NA,1,403.4556
1,10,NA,564,NA,2,403.4556
1,10,NA,565,NA,1,243.878
1,10,NA,565,NA,2,243.878
1,10,NA,566,NA,1,307.816
1,10,NA,566,NA,2,307.816
1,10,NA,567,NA,1,252.5164
1,10,NA,567,NA,2,252.5164
1,10,NA,568,NA,1,186.6558
1,10,NA,568,NA,2,186.6558
1,10,NA,569,NA,1,175.0294
1,10,NA,569,NA,2,175.0294
1,10,NA,570,NA,1,161.302
1,10,NA,570,NA,2,161.302
1,10,NA,571,NA,1,115.844
1,10,NA,571,NA,2,115.844
1,10,NA,572,NA,1,181.763
1,10,NA,572,NA,2,181.763
1,10,NA,573,NA,1,140.6326
1,10,NA,573,NA,2,140.6326
1,10,NA,574,NA,1,206.178
1,10,NA,574,NA,2,206.178
1,10,NA,575,NA,1,242.8044
1,10,NA,575,NA,2,242.8044
1,10,NA,576,NA,1,172.4868
1,10,NA,576,NA,2,172.4868
1,10,NA,577,NA,1,287.9546
1,10,NA,577,NA,2,287.9546
1,10,NA,578,NA,1,175.7844
1,10,NA,578,NA,2,175.7844
1,10,NA,579,NA,1,135.3772
1,10,NA,579,NA,2,135.3772
1,10,NA,580,NA,1,114.3344
1,10,NA,580,NA,2,114.3344
1,10,NA,581,NA,1,176.9254
1,10,NA,581,NA,2,176.9254
1,10,NA,582,NA,1,173.3588
1,10,NA,582,NA,2,173.3588
1,10,NA,583,NA,1,230.1852
1,10,NA,583,NA,2,230.1852
1,10,NA,584,NA,1,181.0584
1,10,NA,584,NA,2,181.0584
1,10,NA,585,NA,1,340.8344
1,10,NA,585,NA,2,340.8344
1,10,NA,586,NA,1,132.4628
1,10,NA,586,NA,2,132.4628
1,10,NA,587,NA,1,162.191
1,10,NA,587,NA,2,162.191
1,10,NA,588,NA,1,295.8034
1,10,NA,588,NA,2,295.8034
1,10,NA,589,NA,1,317.4786
1,10,NA,589,NA,2,317.4786
1,10,NA,590,NA,1,219.9628
1,10,NA,590,NA,2,219.9628
1,10,NA,591,NA,1,134.7436
1,10,NA,591,NA,2,134.7436
1,10,NA,592,NA,1,356.1206
1,10,NA,592,NA,2,356.1206
1,10,NA,593,NA,1,345.6698
1,10,NA,593,NA,2,345.6698
1,10,NA,594,NA,1,54.3288
1,10,NA,594,NA,2,54.3288
1,10,NA,595,NA,1,391.2124
1,10,NA,595,NA,2,391.2124
1,10,NA,596,NA,1,180.1844
1,10,NA,596,NA,2,180.1844
1,10,NA,597,NA,1,255.5652
1,10,NA,597,NA,2,255.5652
1,10,NA,598,NA,1,128.0574
1,10,NA,598,NA,2,128.0574
1,10,NA,599,NA,1,180.8888
1,10,NA,599,NA,2,180.8888
1,10,NA,600,NA,1,152.936
1,10,NA,600,NA,2,152.936
1,10,NA,601,NA,1,266.6212
1,10,NA,601,NA,2,266.6212
1,10,NA,602,NA,1,258.3532
1,10,NA,602,NA,2,258.3532
1,10,NA,603,NA,1,425.868
1,10,NA,603,NA,2,425.868
1,10,NA,604,NA,1,187.9264
1,10,NA,604,NA,2,187.9264
1,10,NA,605,NA,1,177.4452
1,10,NA,605,NA,2,177.4452
1,10,NA,606,NA,1,127.0548
1,10,NA,606,NA,2,127.0548
1,10,NA,607,NA,1,158.6284
1,10,NA,607,NA,2,158.6284
1,10,NA,608,NA,1,145.6736
1,10,NA,608,NA,2,145.6736
1,10,NA,609,NA,1,162.516
1,10,NA,609,NA,2,162.516
1,10,NA,610,NA,1,257.8108
1,10,NA,610,NA,2,257.8108
1,10,NA,611,NA,1,212.775
1,10,NA,611,NA,2,212.775
1,10,NA,612,NA,1,143.2028
1,10,NA,612,NA,2,143.2028
1,10,NA,613,NA,1,213.0088
1,10,NA,613,NA,2,213.0088
1,10,NA,614,NA,1,347.774
1,10,NA,614,NA,2,347.774
1,10,NA,615,NA,1,246.0986
1,10,NA,615,NA,2,246.0986
1,10,NA,616,NA,1,284.9536
1,10,NA,616,NA,2,284.9536
1,10,NA,617,NA,1,150.285
1,10,NA,617,NA,2,150.285
1,10,NA,618,NA,1,150.8278
1,10,NA,618,NA,2,150.8278
1,10,NA,619,NA,1,255.1632
1,10,NA,619,NA,2,255.1632
1,10,NA,620,NA,1,217.016
1,10,NA,620,NA,2,217.016
1,10,NA,621,NA,1,267.3454
1,10,NA,621,NA,2,267.3454
1,10,NA,622,NA,1,152.3214
1,10,NA,622,NA,2,152.3214
1,10,NA,623,NA,1,187.847
1,10,NA,623,NA,2,187.847
1,10,NA,624,NA,1,162.336
1,10,NA,624,NA,2,162.336
1,10,NA,625,NA,1,178.9308
1,10,NA,625,NA,2,178.9308
1,10,NA,626,NA,1,291.9886
1,10,NA,626,NA,2,291.9886
1,10,NA,627,NA,1,140.8312
1,10,NA,627,NA,2,140.8312
1,10,NA,628,NA,1,209.5552
1,10,NA,628,NA,2,209.5552
1,10,NA,629,NA,1,143.076
1,10,NA,629,NA,2,143.076
1,10,NA,630,NA,1,239.0192
1,10,NA,630,NA,2,239.0192
1,10,NA,631,NA,1,161.1312
1,10,NA,631,NA,2,161.1312
1,10,NA,632,NA,1,246.0214
1,10,NA,632,NA,2,246.0214
1,10,NA,633,NA,1,140.9416
1,10,NA,633,NA,2,140.9416
1,10,NA,634,NA,1,137.7598
1,10,NA,634,NA,2,137.7598
1,10,NA,635,NA,1,270.1444
1,10,NA,635,NA,2,270.1444
1,10,NA,636,NA,1,138.431
1,10,NA,636,NA,2,138.431
1,10,NA,637,NA,1,167.751
1,10,NA,637,NA,2,167.751
1,10,NA,638,NA,1,294.6326
1,10,NA,638,NA,2,294.6326
1,10,NA,639,NA,1,271.1452
1,10,NA,639,NA,2,271.1452
1,10,NA,640,NA,1,232.3088
1,10,NA,640,NA,2,232.3088
1,10,NA,641,NA,1,220.4228
1,10,NA,641,NA,2,220.4228
1,10,NA,642,NA,1,161.0554
1,10,NA,642,NA,2,161.0554
1,10,NA,643,NA,1,175.9416
1,10,NA,643,NA,2,175.9416
1,10,NA,644,NA,1,348.6782
1,10,NA,644,NA,2,348.6782
1,10,NA,645,NA,1,108.061
1,10,NA,645,NA,2,108.061
1,10,NA,646,NA,1,116.054
1,10,NA,646,NA,2,116.054
1,10,NA,647,NA,1,142.5806
1,10,NA,647,NA,2,142.5806
1,10,NA,648,NA,1,250.497
1,10,NA,648,NA,2,250.497
1,10,NA,649,NA,1,155.5248
1,10,NA,649,NA,2,155.5248
1,10,NA,650,NA,1,187.774
1,10,NA,650,NA,2,187.774
1,10,NA,651,NA,1,230.8756
1,10,NA,651,NA,2,230.8756
1,10,NA,652,NA,1,440.831
1,10,NA,652,NA,2,440.831
1,10,NA,653,NA,1,154.7588
1,10,NA,653,NA,2,154.7588
1,10,NA,654,NA,1,143.3978
1,10,NA,654,NA,2,143.3978
1,10,NA,655,NA,1,149.5218
1,10,NA,655,NA,2,149.5218
1,10,NA,656,NA,1,276.2704
1,10,NA,656,NA,2,276.2704
1,10,NA,657,NA,1,142.944
1,10,NA,657,NA,2,142.944
1,10,NA,658,NA,1,142.1214
1,10,NA,658,NA,2,142.1214
1,10,NA,659,NA,1,164.201
1,10,NA,659,NA,2,164.201
1,10,NA,660,NA,1,125.091
1,10,NA,660,NA,2,125.091
1,10,NA,661,NA,1,149.627
1,10,NA,661,NA,2,149.627
1,10,NA,662,NA,1,168.583
1,10,NA,662,NA,2,168.583
1,10,NA,663,NA,1,209.6018
1,10,NA,663,NA,2,209.6018
1,10,NA,664,NA,1,226.633
1,10,NA,664,NA,2,226.633
1,10,NA,665,NA,1,221.7002
1,10,NA,665,NA,2,221.7002
1,10,NA,666,NA,1,152.9162
1,10,NA,666,NA,2,152.9162
1,10,NA,667,NA,1,129.9052
1,10,NA,667,NA,2,129.9052
1,10,NA,668,NA,1,227.053
1,10,NA,668,NA,2,227.053
1,10,NA,669,NA,1,80.155
1,10,NA,669,NA,2,80.155
1,10,NA,670,NA,1,138.37
1,10,NA,670,NA,2,138.37
1,10,NA,671,NA,1,171.4638
1,10,NA,671,NA,2,171.4638
1,10,NA,672,NA,1,154.449
1,10,NA,672,NA,2,154.449
1,10,NA,673,NA,1,118.601
1,10,NA,673,NA,2,118.601
1,10,NA,674,NA,1,146.9528
1,10,NA,674,NA,2,146.9528
1,10,NA,675,NA,1,124.7376
1,10,NA,675,NA,2,124.7376
1,10,NA,676,NA,1,257.4978
1,10,NA,676,NA,2,257.4978
1,10,NA,677,NA,1,292.7934
1,10,NA,677,NA,2,292.7934
1,10,NA,678,NA,1,188.856
1,10,NA,678,NA,2,188.856
1,10,NA,679,NA,1,134.113
1,10,NA,679,NA,2,134.113
1,10,NA,680,NA,1,205.625
1,10,NA,680,NA,2,205.625
1,10,NA,681,NA,1,190.4918
1,10,NA,681,NA,2,190.4918
1,10,NA,682,NA,1,280.4748
1,10,NA,682,NA,2,280.4748
1,10,NA,683,NA,1,208.55
1,10,NA,683,NA,2,208.55
1,10,NA,684,NA,1,249.8522
1,10,NA,684,NA,2,249.8522
1,10,NA,685,NA,1,137.3512
1,10,NA,685,NA,2,137.3512
1,10,NA,686,NA,1,115.2332
1,10,NA,686,NA,2,115.2332
1,10,NA,687,NA,1,240.5998
1,10,NA,687,NA,2,240.5998
1,10,NA,688,NA,1,200.1498
1,10,NA,688,NA,2,200.1498
1,10,NA,689,NA,1,164.5926
1,10,NA,689,NA,2,164.5926
1,10,NA,690,NA,1,128.1778
1,10,NA,690,NA,2,128.1778
1,10,NA,691,NA,1,342.5022
1,10,NA,691,NA,2,342.5022
1,10,NA,692,NA,1,149.6034
1,10,NA,692,NA,2,149.6034
1,10,NA,693,NA,1,157.5712
1,10,NA,693,NA,2,157.5712
1,10,NA,694,NA,1,103.4792
1,10,NA,694,NA,2,103.4792
1,10,NA,695,NA,1,379.4666
1,10,NA,695,NA,2,379.4666
1,10,NA,696,NA,1,181.0936
1,10,NA,696,NA,2,181.0936
1,10,NA,697,NA,1,213.8922
1,10,NA,697,NA,2,213.8922
1,10,NA,698,NA,1,127.5918
1,10,NA,698,NA,2,127.5918
1,10,NA,699,NA,1,459.913
1,10,NA,699,NA,2,459.913
1,10,NA,700,NA,1,249.7974
1,10,NA,700,NA,2,249.7974
1,10,NA,701,NA,1,200.7442
1,10,NA,701,NA,2,200.7442
1,10,NA,702,NA,1,342.8706
1,10,NA,702,NA,2,342.8706
1,10,NA,703,NA,1,168.0896
1,10,NA,703,NA,2,168.0896
1,10,NA,704,NA,1,208.2516
1,10,NA,704,NA,2,208.2516
1,10,NA,705,NA,1,175.1928
1,10,NA,705,NA,2,175.1928
1,10,NA,706,NA,1,93.1352
1,10,NA,706,NA,2,93.1352
1,10,NA,707,NA,1,161.422
1,10,NA,707,NA,2,161.422
1,10,NA,708,NA,1,218.9902
1,10,NA,708,NA,2,218.9902
1,10,NA,709,NA,1,173.7242
1,10,NA,709,NA,2,173.7242
1,10,NA,710,NA,1,171.489
1,10,NA,710,NA,2,171.489
1,10,NA,711,NA,1,343.5592
1,10,NA,711,NA,2,343.5592
1,10,NA,712,NA,1,185.984
1,10,NA,712,NA,2,185.984
1,10,NA,713,NA,1,281.0902
1,10,NA,713,NA,2,281.0902
1,10,NA,714,NA,1,158.5362
1,10,NA,714,NA,2,158.5362
1,10,NA,715,NA,1,109.4434
1,10,NA,715,NA,2,109.4434
1,10,NA,716,NA,1,188.6852
1,10,NA,716,NA,2,188.6852
1,10,NA,717,NA,1,148.8244
1,10,NA,717,NA,2,148.8244
1,10,NA,718,NA,1,192.5996
1,10,NA,718,NA,2,192.5996
1,10,NA,719,NA,1,175.6744
1,10,NA,719,NA,2,175.6744
1,10,NA,720,NA,1,127.0868
1,10,NA,720,NA,2,127.0868
1,10,NA,721,NA,1,163.456
1,10,NA,721,NA,2,163.456
1,10,NA,722,NA,1,275.8826
1,10,NA,722,NA,2,275.8826
1,10,NA,723,NA,1,207.5288
1,10,NA,723,NA,2,207.5288
1,10,NA,724,NA,1,150.0902
1,10,NA,724,NA,2,150.0902
1,10,NA,725,NA,1,280.0926
1,10,NA,725,NA,2,280.0926
1,10,NA,726,NA,1,183.8734
1,10,NA,726,NA,2,183.8734
1,10,NA,727,NA,1,192.1902
1,10,NA,727,NA,2,192.1902
1,10,NA,728,NA,1,103.1642
1,10,NA,728,NA,2,103.1642
1,10,NA,729,NA,1,234.3654
1,10,NA,729,NA,2,234.3654
1,10,NA,730,NA,1,144.8568
1,10,NA,730,NA,2,144.8568
1,10,NA,731,NA,1,281.1648
1,10,NA,731,NA,2,281.1648
1,10,NA,732,NA,1,226.8696
1,10,NA,732,NA,2,226.8696
1,10,NA,733,NA,1,243.8446
1,10,NA,733,NA,2,243.8446
1,10,NA,734,NA,1,434.9612
1,10,NA,734,NA,2,434.9612
1,10,NA,735,NA,1,111.4258
1,10,NA,735,NA,2,111.4258
1,10,NA,736,NA,1,106.6162
1,10,NA,736,NA,2,106.6162
1,10,NA,737,NA,1,151.3252
1,10,NA,737,NA,2,151.3252
1,10,NA,738,NA,1,165.2562
1,10,NA,738,NA,2,165.2562
1,10,NA,739,NA,1,284.0176
1,10,NA,739,NA,2,284.0176
1,10,NA,740,NA,1,315.9542
1,10,NA,740,NA,2,315.9542
1,10,NA,741,NA,1,398.6918
1,10,NA,741,NA,2,398.6918
