p,rep,timepoint,abuns
1,1,22,4912
1,1,22,158
1,1,22,95
1,1,22,36
1,1,22,40
1,1,22,214
1,1,22,10
1,1,22,42
1,1,22,5
1,1,22,54
1,1,22,48
1,1,22,1
1,1,22,24
1,1,22,6
1,1,22,5
1,1,22,3
1,1,22,12
1,1,22,2
1,1,22,2
1,1,22,2
1,1,22,6
1,1,22,1
1,1,22,1
1,1,22,1
1,1,22,1
1,1,22,2
1,1,22,1
1,1,22,2
1,1,22,1
1,1,23,4313
1,1,23,4630
1,1,23,223
1,1,23,152
1,1,23,48
1,1,23,29
1,1,23,213
1,1,23,68
1,1,23,95
1,1,23,95
1,1,23,7
1,1,23,23
1,1,23,34
1,1,23,16
1,1,23,9
1,1,23,12
1,1,23,12
1,1,23,2
1,1,23,7
1,1,23,5
1,1,23,1
1,1,23,1
1,1,23,1
1,1,23,2
1,1,23,1
1,1,23,1
1,1,24,4109
1,1,24,4677
1,1,24,330
1,1,24,152
1,1,24,37
1,1,24,53
1,1,24,166
1,1,24,39
1,1,24,65
1,1,24,146
1,1,24,12
1,1,24,20
1,1,24,19
1,1,24,42
1,1,24,28
1,1,24,2
1,1,24,1
1,1,24,16
1,1,24,53
1,1,24,7
1,1,24,3
1,1,24,4
1,1,24,3
1,1,24,4
1,1,24,9
1,1,24,1
1,1,24,1
1,1,24,1
1,1,25,3609
1,1,25,4822
1,1,25,411
1,1,25,166
1,1,25,9
1,1,25,73
1,1,25,300
1,1,25,80
1,1,25,107
1,1,25,123
1,1,25,20
1,1,25,21
1,1,25,36
1,1,25,57
1,1,25,6
1,1,25,16
1,1,25,95
1,1,25,3
1,1,25,18
1,1,25,5
1,1,25,6
1,1,25,2
1,1,25,3
1,1,25,3
1,1,25,2
1,1,25,1
1,1,25,3
1,1,25,2
1,1,25,1
1,1,26,3465
1,1,26,4750
1,1,26,472
1,1,26,266
1,1,26,65
1,1,26,419
1,1,26,130
1,1,26,45
1,1,26,87
1,1,26,5
1,1,26,2
1,1,26,7
1,1,26,47
1,1,26,29
1,1,26,116
1,1,26,16
1,1,26,35
1,1,26,15
1,1,26,1
1,1,26,3
1,1,26,1
1,1,26,5
1,1,26,1
1,1,26,4
1,1,26,1
1,1,26,3
1,1,26,6
1,1,26,3
1,1,26,1
1,1,27,3384
1,1,27,4907
1,1,27,416
1,1,27,184
1,1,27,47
1,1,27,488
1,1,27,77
1,1,27,21
1,1,27,133
1,1,27,68
1,1,27,17
1,1,27,99
1,1,27,67
1,1,27,16
1,1,27,19
1,1,27,1
1,1,27,9
1,1,27,18
1,1,27,6
1,1,27,7
1,1,27,6
1,1,27,1
1,1,27,3
1,1,27,1
1,1,27,2
1,1,27,2
1,1,27,1
1,1,28,3041
1,1,28,5033
1,1,28,437
1,1,28,134
1,1,28,65
1,1,28,596
1,1,28,82
1,1,28,40
1,1,28,86
1,1,28,65
1,1,28,3
1,1,28,94
1,1,28,52
1,1,28,70
1,1,28,13
1,1,28,50
1,1,28,42
1,1,28,9
1,1,28,20
1,1,28,5
1,1,28,7
1,1,28,5
1,1,28,25
1,1,28,7
1,1,28,15
1,1,28,2
1,1,28,1
1,1,28,1
1,1,29,3115
1,1,29,4985
1,1,29,364
1,1,29,146
1,1,29,59
1,1,29,567
1,1,29,62
1,1,29,20
1,1,29,121
1,1,29,65
1,1,29,65
1,1,29,34
1,1,29,94
1,1,29,25
1,1,29,51
1,1,29,94
1,1,29,28
1,1,29,10
1,1,29,9
1,1,29,16
1,1,29,1
1,1,29,28
1,1,29,15
1,1,29,4
1,1,29,1
1,1,29,2
1,1,29,4
1,1,29,9
1,1,29,2
1,1,29,2
1,1,29,2
1,1,30,3244
1,1,30,4949
1,1,30,207
1,1,30,146
1,1,30,58
1,1,30,755
1,1,30,31
1,1,30,52
1,1,30,70
1,1,30,91
1,1,30,108
1,1,30,58
1,1,30,34
1,1,30,33
1,1,30,13
1,1,30,38
1,1,30,44
1,1,30,13
1,1,30,4
1,1,30,1
1,1,30,5
1,1,30,10
1,1,30,10
1,1,30,8
1,1,30,3
1,1,30,1
1,1,30,8
1,1,30,1
1,1,30,3
1,1,30,2
1,1,31,2850
1,1,31,5224
1,1,31,219
1,1,31,79
1,1,31,47
1,1,31,667
1,1,31,45
1,1,31,87
1,1,31,99
1,1,31,98
1,1,31,115
1,1,31,79
1,1,31,60
1,1,31,24
1,1,31,29
1,1,31,19
1,1,31,161
1,1,31,30
1,1,31,1
1,1,31,13
1,1,31,8
1,1,31,10
1,1,31,1
1,1,31,15
1,1,31,1
1,1,31,2
1,1,31,6
1,1,31,6
1,1,31,3
1,1,31,1
1,1,31,1
1,1,32,2936
1,1,32,5364
1,1,32,68
1,1,32,52
1,1,32,53
1,1,32,647
1,1,32,38
1,1,32,154
1,1,32,80
1,1,32,75
1,1,32,101
1,1,32,84
1,1,32,28
1,1,32,19
1,1,32,33
1,1,32,52
1,1,32,57
1,1,32,38
1,1,32,8
1,1,32,19
1,1,32,6
1,1,32,4
1,1,32,17
1,1,32,11
1,1,32,4
1,1,32,9
1,1,32,1
1,1,32,8
1,1,32,1
1,1,32,3
1,1,32,5
1,1,32,7
1,1,32,1
1,1,32,2
1,1,32,2
1,1,32,4
1,1,32,1
1,1,32,3
1,1,32,1
1,1,32,1
1,1,32,3
1,1,33,3334
1,1,33,5009
1,1,33,6
1,1,33,31
1,1,33,74
1,1,33,660
1,1,33,34
1,1,33,125
1,1,33,101
1,1,33,114
1,1,33,93
1,1,33,103
1,1,33,19
1,1,33,2
1,1,33,17
1,1,33,38
1,1,33,21
1,1,33,64
1,1,33,9
1,1,33,23
1,1,33,1
1,1,33,23
1,1,33,4
1,1,33,16
1,1,33,14
1,1,33,1
1,1,33,1
1,1,33,7
1,1,33,31
1,1,33,1
1,1,33,1
1,1,33,8
1,1,33,5
1,1,33,7
1,1,33,1
1,1,33,1
1,1,33,1
1,1,34,3316
1,1,34,4582
1,1,34,8
1,1,34,42
1,1,34,173
1,1,34,632
1,1,34,49
1,1,34,299
1,1,34,109
1,1,34,73
1,1,34,167
1,1,34,54
1,1,34,13
1,1,34,37
1,1,34,17
1,1,34,30
1,1,34,110
1,1,34,60
1,1,34,7
1,1,34,11
1,1,34,21
1,1,34,4
1,1,34,43
1,1,34,50
1,1,34,4
1,1,34,37
1,1,34,6
1,1,34,3
1,1,34,6
1,1,34,10
1,1,34,13
1,1,34,1
1,1,34,1
1,1,34,3
1,1,34,2
1,1,34,4
1,1,34,3
1,1,35,3548
1,1,35,4411
1,1,35,4
1,1,35,44
1,1,35,256
1,1,35,649
1,1,35,33
1,1,35,264
1,1,35,84
1,1,35,67
1,1,35,196
1,1,35,62
1,1,35,1
1,1,35,32
1,1,35,2
1,1,35,109
1,1,35,32
1,1,35,8
1,1,35,2
1,1,35,4
1,1,35,20
1,1,35,7
1,1,35,41
1,1,35,9
1,1,35,15
1,1,35,28
1,1,35,3
1,1,35,13
1,1,35,2
1,1,35,1
1,1,35,6
1,1,35,21
1,1,35,11
1,1,35,5
1,1,35,2
1,1,35,4
1,1,35,1
1,1,35,2
1,1,35,1
1,1,36,3646
1,1,36,4614
1,1,36,40
1,1,36,234
1,1,36,555
1,1,36,419
1,1,36,21
1,1,36,32
1,1,36,150
1,1,36,33
1,1,36,27
1,1,36,50
1,1,36,17
1,1,36,36
1,1,36,13
1,1,36,17
1,1,36,31
1,1,36,16
1,1,36,12
1,1,36,1
1,1,36,9
1,1,36,4
1,1,36,2
1,1,36,4
1,1,36,1
1,1,36,3
1,1,36,4
1,1,36,1
1,1,36,2
1,1,36,1
1,1,36,5
1,1,37,3546
1,1,37,4696
1,1,37,29
1,1,37,183
1,1,37,535
1,1,37,449
1,1,37,2
1,1,37,39
1,1,37,173
1,1,37,27
1,1,37,26
1,1,37,22
1,1,37,43
1,1,37,27
1,1,37,16
1,1,37,59
1,1,37,44
1,1,37,18
1,1,37,9
1,1,37,1
1,1,37,5
1,1,37,15
1,1,37,4
1,1,37,6
1,1,37,8
1,1,37,2
1,1,37,5
1,1,37,2
1,1,37,3
1,1,37,2
1,1,37,2
1,1,37,1
1,1,37,1
1,1,38,3728
1,1,38,4639
1,1,38,34
1,1,38,210
1,1,38,456
1,1,38,552
1,1,38,63
1,1,38,97
1,1,38,13
1,1,38,21
1,1,38,19
1,1,38,31
1,1,38,35
1,1,38,6
1,1,38,27
1,1,38,37
1,1,38,5
1,1,38,14
1,1,38,4
1,1,38,2
1,1,38,1
1,1,38,2
1,1,38,1
1,1,38,1
1,1,38,2
1,1,39,3529
1,1,39,4717
1,1,39,42
1,1,39,201
1,1,39,529
1,1,39,614
1,1,39,96
1,1,39,57
1,1,39,23
1,1,39,37
1,1,39,49
1,1,39,14
1,1,39,2
1,1,39,51
1,1,39,3
1,1,39,7
1,1,39,2
1,1,39,1
1,1,39,3
1,1,39,2
1,1,39,1
1,1,39,3
1,1,39,1
1,1,39,1
1,1,39,1
1,1,39,1
1,1,39,6
1,1,39,2
1,1,39,1
1,1,39,1
1,1,39,1
1,1,39,1
1,1,39,1
1,1,40,3908
1,1,40,4207
1,1,40,2
1,1,40,206
1,1,40,578
1,1,40,797
1,1,40,57
1,1,40,7
1,1,40,57
1,1,40,6
1,1,40,53
1,1,40,31
1,1,40,24
1,1,40,2
1,1,40,35
1,1,40,7
1,1,40,4
1,1,40,11
1,1,40,1
1,1,40,1
1,1,40,2
1,1,40,1
1,1,40,1
1,1,40,2
1,1,41,3716
1,1,41,4248
1,1,41,185
1,1,41,556
1,1,41,910
1,1,41,91
1,1,41,11
1,1,41,30
1,1,41,73
1,1,41,21
1,1,41,25
1,1,41,29
1,1,41,32
1,1,41,27
1,1,41,3
1,1,41,3
1,1,41,5
1,1,41,16
1,1,41,2
1,1,41,5
1,1,41,4
1,1,41,1
1,1,41,1
1,1,41,1
1,1,41,1
1,1,41,2
1,1,41,2
1,1,42,3254
1,1,42,4406
1,1,42,358
1,1,42,645
1,1,42,809
1,1,42,128
1,1,42,31
1,1,42,37
1,1,42,33
1,1,42,54
1,1,42,76
1,1,42,41
1,1,42,1
1,1,42,17
1,1,42,13
1,1,42,11
1,1,42,30
1,1,42,9
1,1,42,23
1,1,42,3
1,1,42,2
1,1,42,2
1,1,42,4
1,1,42,5
1,1,42,1
1,1,42,2
1,1,42,2
1,1,42,3
1,1,43,3239
1,1,43,4655
1,1,43,412
1,1,43,534
1,1,43,803
1,1,43,85
1,1,43,11
1,1,43,9
1,1,43,11
1,1,43,6
1,1,43,90
1,1,43,39
1,1,43,4
1,1,43,5
1,1,43,51
1,1,43,2
1,1,43,18
1,1,43,1
1,1,43,6
1,1,43,12
1,1,43,5
1,1,43,1
1,1,43,1
1,1,44,3131
1,1,44,4820
1,1,44,377
1,1,44,517
1,1,44,757
1,1,44,102
1,1,44,27
1,1,44,4
1,1,44,4
1,1,44,91
1,1,44,46
1,1,44,22
1,1,44,14
1,1,44,4
1,1,44,42
1,1,44,7
1,1,44,3
1,1,44,1
1,1,44,1
1,1,44,2
1,1,44,2
1,1,44,4
1,1,44,1
1,1,44,1
1,1,44,1
1,1,44,1
1,1,44,2
1,1,44,1
1,1,44,1
1,1,44,1
1,1,44,2
1,1,44,3
1,1,44,1
1,1,44,1
1,1,44,1
1,1,44,1
1,1,44,1
1,1,44,2
1,1,44,1
1,1,45,2945
1,1,45,4846
1,1,45,342
1,1,45,629
1,1,45,842
1,1,45,151
1,1,45,15
1,1,45,13
1,1,45,38
1,1,45,10
1,1,45,22
1,1,45,13
1,1,45,82
1,1,45,1
1,1,45,12
1,1,45,2
1,1,45,7
1,1,45,6
1,1,45,1
1,1,45,3
1,1,45,5
1,1,45,1
1,1,45,5
1,1,45,1
1,1,45,2
1,1,45,2
1,1,45,2
1,1,45,1
1,1,45,1
1,1,46,3268
1,1,46,4855
1,1,46,294
1,1,46,404
1,1,46,729
1,1,46,175
1,1,46,9
1,1,46,3
1,1,46,31
1,1,46,38
1,1,46,102
1,1,46,4
1,1,46,6
1,1,46,9
1,1,46,2
1,1,46,1
1,1,46,5
1,1,46,10
1,1,46,5
1,1,46,2
1,1,46,1
1,1,46,2
1,1,46,8
1,1,46,13
1,1,46,3
1,1,46,1
1,1,46,4
1,1,46,1
1,1,46,1
1,1,46,7
1,1,46,1
1,1,46,1
1,1,46,1
1,1,46,1
1,1,46,2
1,1,46,1
1,1,47,3515
1,1,47,4801
1,1,47,223
1,1,47,473
1,1,47,618
1,1,47,77
1,1,47,20
1,1,47,74
1,1,47,15
1,1,47,35
1,1,47,53
1,1,47,11
1,1,47,10
1,1,47,2
1,1,47,12
1,1,47,4
1,1,47,22
1,1,47,4
1,1,47,2
1,1,47,4
1,1,47,3
1,1,47,2
1,1,47,2
1,1,47,9
1,1,47,2
1,1,47,3
1,1,47,1
1,1,47,1
1,1,47,1
1,1,47,1
1,1,48,3451
1,1,48,4715
1,1,48,258
1,1,48,443
1,1,48,663
1,1,48,76
1,1,48,19
1,1,48,40
1,1,48,6
1,1,48,57
1,1,48,27
1,1,48,1
1,1,48,72
1,1,48,45
1,1,48,26
1,1,48,23
1,1,48,20
1,1,48,2
1,1,48,7
1,1,48,12
1,1,48,3
1,1,48,1
1,1,48,5
1,1,48,2
1,1,48,17
1,1,48,7
1,1,48,1
1,1,48,1
1,1,49,3023
1,1,49,5206
1,1,49,231
1,1,49,442
1,1,49,646
1,1,49,103
1,1,49,10
1,1,49,14
1,1,49,39
1,1,49,73
1,1,49,10
1,1,49,35
1,1,49,12
1,1,49,3
1,1,49,2
1,1,49,49
1,1,49,14
1,1,49,2
1,1,49,30
1,1,49,4
1,1,49,5
1,1,49,22
1,1,49,4
1,1,49,1
1,1,49,9
1,1,49,4
1,1,49,2
1,1,49,1
1,1,49,2
1,1,49,1
1,1,49,1
1,1,50,2989
1,1,50,5003
1,1,50,262
1,1,50,328
1,1,50,820
1,1,50,121
1,1,50,2
1,1,50,74
1,1,50,89
1,1,50,1
1,1,50,31
1,1,50,5
1,1,50,162
1,1,50,1
1,1,50,34
1,1,50,5
1,1,50,27
1,1,50,17
1,1,50,2
1,1,50,1
1,1,50,2
1,1,50,4
1,1,50,3
1,1,50,2
1,1,50,6
1,1,50,2
1,1,50,3
1,1,50,1
1,1,50,1
1,1,50,1
1,1,50,1
1,1,51,2887
1,1,51,5041
1,1,51,240
1,1,51,270
1,1,51,715
1,1,51,223
1,1,51,146
1,1,51,126
1,1,51,62
1,1,51,29
1,1,51,143
1,1,51,68
1,1,51,19
1,1,51,10
1,1,51,1
1,1,51,3
1,1,51,1
1,1,51,2
1,1,51,6
1,1,51,2
1,1,51,1
1,1,51,1
1,1,51,1
1,1,51,2
1,1,51,1
1,1,52,2828
1,1,52,4795
1,1,52,263
1,1,52,272
1,1,52,659
1,1,52,231
1,1,52,141
1,1,52,242
1,1,52,89
1,1,52,28
1,1,52,143
1,1,52,113
1,1,52,7
1,1,52,34
1,1,52,32
1,1,52,8
1,1,52,11
1,1,52,3
1,1,52,3
1,1,52,41
1,1,52,2
1,1,52,19
1,1,52,20
1,1,52,5
1,1,52,2
1,1,52,5
1,1,52,1
1,1,52,1
1,1,52,1
1,1,52,1
1,1,53,2587
1,1,53,4972
1,1,53,323
1,1,53,293
1,1,53,555
1,1,53,374
1,1,53,100
1,1,53,191
1,1,53,75
1,1,53,34
1,1,53,133
1,1,53,119
1,1,53,41
1,1,53,22
1,1,53,11
1,1,53,13
1,1,53,19
1,1,53,10
1,1,53,12
1,1,53,22
1,1,53,4
1,1,53,52
1,1,53,7
1,1,53,21
1,1,53,3
1,1,53,1
1,1,53,2
1,1,53,1
1,1,53,2
1,1,53,1
1,1,54,2538
1,1,54,5203
1,1,54,213
1,1,54,291
1,1,54,587
1,1,54,338
1,1,54,85
1,1,54,98
1,1,54,23
1,1,54,40
1,1,54,116
1,1,54,57
1,1,54,53
1,1,54,20
1,1,54,29
1,1,54,35
1,1,54,6
1,1,54,36
1,1,54,23
1,1,54,112
1,1,54,9
1,1,54,12
1,1,54,25
1,1,54,2
1,1,54,8
1,1,54,10
1,1,54,1
1,1,54,3
1,1,54,2
1,1,54,6
1,1,54,3
1,1,54,1
1,1,54,2
1,1,54,1
1,1,54,4
1,1,54,1
1,1,54,3
1,1,54,1
1,1,54,3
1,1,55,2588
1,1,55,5070
1,1,55,221
1,1,55,266
1,1,55,642
1,1,55,344
1,1,55,98
1,1,55,78
1,1,55,28
1,1,55,18
1,1,55,120
1,1,55,105
1,1,55,28
1,1,55,10
1,1,55,76
1,1,55,71
1,1,55,21
1,1,55,86
1,1,55,8
1,1,55,4
1,1,55,38
1,1,55,1
1,1,55,4
1,1,55,21
1,1,55,12
1,1,55,7
1,1,55,11
1,1,55,6
1,1,55,5
1,1,55,1
1,1,55,6
1,1,55,1
1,1,55,1
1,1,55,2
1,1,55,1
1,1,55,1
1,1,56,2731
1,1,56,5097
1,1,56,150
1,1,56,187
1,1,56,516
1,1,56,365
1,1,56,62
1,1,56,92
1,1,56,44
1,1,56,1
1,1,56,108
1,1,56,72
1,1,56,114
1,1,56,16
1,1,56,86
1,1,56,65
1,1,56,34
1,1,56,108
1,1,56,7
1,1,56,10
1,1,56,12
1,1,56,40
1,1,56,13
1,1,56,25
1,1,56,17
1,1,56,2
1,1,56,11
1,1,56,5
1,1,56,1
1,1,56,1
1,1,56,1
1,1,56,2
1,1,56,1
1,1,56,1
1,1,56,1
1,1,56,1
1,1,56,1
1,1,57,2875
1,1,57,5356
1,1,57,88
1,1,57,105
1,1,57,420
1,1,57,258
1,1,57,40
1,1,57,48
1,1,57,78
1,1,57,100
1,1,57,73
1,1,57,128
1,1,57,36
1,1,57,39
1,1,57,15
1,1,57,114
1,1,57,14
1,1,57,41
1,1,57,32
1,1,57,28
1,1,57,41
1,1,57,6
1,1,57,8
1,1,57,9
1,1,57,12
1,1,57,7
1,1,57,21
1,1,57,5
1,1,57,1
1,1,57,1
1,1,57,1
1,1,58,2953
1,1,58,5209
1,1,58,148
1,1,58,174
1,1,58,408
1,1,58,163
1,1,58,23
1,1,58,65
1,1,58,44
1,1,58,89
1,1,58,99
1,1,58,164
1,1,58,57
1,1,58,2
1,1,58,8
1,1,58,53
1,1,58,62
1,1,58,76
1,1,58,3
1,1,58,3
1,1,58,56
1,1,58,3
1,1,58,37
1,1,58,36
1,1,58,42
1,1,58,3
1,1,58,7
1,1,58,3
1,1,58,4
1,1,58,4
1,1,58,1
1,1,58,1
1,1,59,3022
1,1,59,5227
1,1,59,167
1,1,59,185
1,1,59,244
1,1,59,162
1,1,59,19
1,1,59,38
1,1,59,29
1,1,59,61
1,1,59,132
1,1,59,321
1,1,59,36
1,1,59,6
1,1,59,74
1,1,59,90
1,1,59,37
1,1,59,24
1,1,59,3
1,1,59,21
1,1,59,17
1,1,59,22
1,1,59,9
1,1,59,1
1,1,59,3
1,1,59,17
1,1,59,2
1,1,59,1
1,1,59,11
1,1,59,1
1,1,59,8
1,1,59,3
1,1,59,1
1,1,59,1
1,1,59,3
1,1,59,1
1,1,59,1
1,1,60,3104
1,1,60,4962
1,1,60,141
1,1,60,60
1,1,60,396
1,1,60,175
1,1,60,12
1,1,60,10
1,1,60,37
1,1,60,132
1,1,60,190
1,1,60,418
1,1,60,7
1,1,60,75
1,1,60,120
1,1,60,40
1,1,60,12
1,1,60,30
1,1,60,20
1,1,60,14
1,1,60,5
1,1,60,1
1,1,60,6
1,1,60,9
1,1,60,4
1,1,60,3
1,1,60,4
1,1,60,1
1,1,60,1
1,1,60,3
1,1,60,1
1,1,60,4
1,1,60,1
1,1,60,1
1,1,60,1
1,1,61,2844
1,1,61,5280
1,1,61,140
1,1,61,48
1,1,61,510
1,1,61,175
1,1,61,8
1,1,61,68
1,1,61,91
1,1,61,116
1,1,61,328
1,1,61,1
